00007,14:00,060125,1,001
00022,18:54,060125,1,001
00004,19:00,060125,1,001
00013,19:00,060125,1,001
00023,19:00,060125,1,001
00003,19:00,060125,1,001
00020,19:00,060125,1,001
00021,19:00,060125,1,001
00021,19:00,060125,1,001
00008,19:01,060125,1,001
00006,19:02,060125,1,001
00014,19:02,060125,1,001
00011,19:02,060125,1,001
00012,19:02,060125,1,001
00002,19:03,060125,1,001
00007,07:42,070125,1,001
00011,07:42,070125,1,001
00022,07:54,070125,1,001
00003,08:15,070125,1,001
00021,08:18,070125,1,001
00002,08:18,070125,1,001
00012,08:20,070125,1,001
00013,08:21,070125,1,001
00020,08:22,070125,1,001
00023,08:25,070125,1,001
00014,08:27,070125,1,001
00004,08:27,070125,1,001
00006,08:28,070125,1,001
00008,08:44,070125,1,001
00022,18:55,070125,1,001
00007,18:55,070125,1,001
00011,18:55,070125,1,001
00012,18:55,070125,1,001
00006,18:59,070125,1,001
00004,19:00,070125,1,001
00023,19:00,070125,1,001
00008,19:00,070125,1,001
00013,19:00,070125,1,001
00003,19:00,070125,1,001
00020,19:00,070125,1,001
00021,19:00,070125,1,001
00014,19:00,070125,1,001
00002,19:01,070125,1,001
00007,07:34,080125,1,001
00011,07:42,080125,1,001
00022,07:53,080125,1,001
00013,08:20,080125,1,001
00021,08:20,080125,1,001
00020,08:20,080125,1,001
00002,08:21,080125,1,001
00023,08:23,080125,1,001
00012,08:25,080125,1,001
00004,08:26,080125,1,001
00014,08:30,080125,1,001
00008,08:41,080125,1,001
00003,08:47,080125,1,001
00006,08:55,080125,1,001
00022,18:53,080125,1,001
00007,18:54,080125,1,001
00012,18:55,080125,1,001
00011,18:55,080125,1,001
00013,19:00,080125,1,001
00023,19:00,080125,1,001
00006,19:00,080125,1,001
00014,19:00,080125,1,001
00004,19:00,080125,1,001
00003,19:00,080125,1,001
00021,19:00,080125,1,001
00008,19:01,080125,1,001
00020,19:01,080125,1,001
00002,19:01,080125,1,001
00007,07:41,090125,1,001
00011,07:46,090125,1,001
00022,07:52,090125,1,001
00012,08:01,090125,1,001
00003,08:15,090125,1,001
00021,08:18,090125,1,001
00002,08:19,090125,1,001
00013,08:21,090125,1,001
00023,08:21,090125,1,001
00004,08:23,090125,1,001
00020,08:28,090125,1,001
00006,08:33,090125,1,001
00014,08:34,090125,1,001
00008,08:41,090125,1,001
00004,18:55,090125,1,001
00022,18:56,090125,1,001
00007,18:56,090125,1,001
00012,18:57,090125,1,001
00011,18:57,090125,1,001
00013,19:00,090125,1,001
00023,19:00,090125,1,001
00003,19:00,090125,1,001
00021,19:00,090125,1,001
00020,19:00,090125,1,001
00006,19:00,090125,1,001
00014,19:01,090125,1,001
00008,19:01,090125,1,001
00002,19:01,090125,1,001
00007,07:40,100125,1,001
00022,07:54,100125,1,001
00011,07:57,100125,1,001
00020,08:13,100125,1,001
00021,08:18,100125,1,001
00002,08:18,100125,1,001
00012,08:19,100125,1,001
00003,08:20,100125,1,001
00013,08:21,100125,1,001
00014,08:23,100125,1,001
00023,08:25,100125,1,001
00004,08:43,100125,1,001
00008,08:48,100125,1,001
00006,10:24,100125,1,001
00022,18:54,100125,1,001
00004,19:00,100125,1,001
00003,19:00,100125,1,001
00014,19:00,100125,1,001
00008,19:00,100125,1,001
00013,19:01,100125,1,001
00023,19:01,100125,1,001
00020,19:03,100125,1,001
00021,19:03,100125,1,001
00002,19:03,100125,1,001
00007,19:04,100125,1,001
00006,19:04,100125,1,001
00012,19:04,100125,1,001
00011,19:05,100125,1,001
00022,07:54,130125,1,001
00012,07:57,130125,1,001
00007,07:57,130125,1,001
00003,08:18,130125,1,001
00002,08:21,130125,1,001
00020,08:21,130125,1,001
00021,08:21,130125,1,001
00004,08:22,130125,1,001
00013,08:24,130125,1,001
00011,08:25,130125,1,001
00023,08:28,130125,1,001
00014,08:36,130125,1,001
00006,08:37,130125,1,001
00008,08:39,130125,1,001
00022,18:55,130125,1,001
00004,19:00,130125,1,001
00003,19:00,130125,1,001
00020,19:00,130125,1,001
00002,19:00,130125,1,001
00021,19:00,130125,1,001
00023,19:00,130125,1,001
00013,19:00,130125,1,001
00008,19:01,130125,1,001
00006,19:01,130125,1,001
00014,19:01,130125,1,001
00007,19:02,130125,1,001
00011,19:03,130125,1,001
00012,19:03,130125,1,001
00007,07:38,140125,1,001
00012,07:52,140125,1,001
00022,07:53,140125,1,001
00003,08:17,140125,1,001
00021,08:18,140125,1,001
00020,08:18,140125,1,001
00002,08:19,140125,1,001
00013,08:21,140125,1,001
00023,08:21,140125,1,001
00011,08:22,140125,1,001
00006,08:25,140125,1,001
00008,08:25,140125,1,001
00014,08:31,140125,1,001
00004,08:52,140125,1,001
00011,18:53,140125,1,001
00012,18:53,140125,1,001
00007,18:53,140125,1,001
00022,18:54,140125,1,001
00003,18:55,140125,1,001
00013,18:58,140125,1,001
00023,18:58,140125,1,001
00014,19:00,140125,1,001
00004,19:00,140125,1,001
00020,19:00,140125,1,001
00002,19:00,140125,1,001
00021,19:00,140125,1,001
00006,19:01,140125,1,001
00008,19:02,140125,1,001
00007,07:43,150125,1,001
00022,07:53,150125,1,001
00012,07:54,150125,1,001
00002,08:20,150125,1,001
00008,08:21,150125,1,001
00003,08:21,150125,1,001
00011,08:22,150125,1,001
00021,08:23,150125,1,001
00014,08:23,150125,1,001
00020,08:25,150125,1,001
00013,08:32,150125,1,001
00004,08:45,150125,1,001
00023,08:58,150125,1,001
00023,16:28,150125,1,001
00022,18:53,150125,1,001
00007,18:57,150125,1,001
00007,18:57,150125,1,001
00011,18:57,150125,1,001
00012,18:57,150125,1,001
00013,18:59,150125,1,001
00003,19:00,150125,1,001
00008,19:00,150125,1,001
00004,19:00,150125,1,001
00014,19:00,150125,1,001
00020,19:01,150125,1,001
00021,19:02,150125,1,001
00002,19:03,150125,1,001
00007,07:38,160125,1,001
00012,07:54,160125,1,001
00022,07:55,160125,1,001
00003,08:16,160125,1,001
00021,08:19,160125,1,001
00013,08:20,160125,1,001
00002,08:20,160125,1,001
00006,08:27,160125,1,001
00008,08:27,160125,1,001
00004,08:29,160125,1,001
00020,08:30,160125,1,001
00014,08:30,160125,1,001
00011,08:33,160125,1,001
00022,18:54,160125,1,001
00007,18:58,160125,1,001
00007,18:58,160125,1,001
00012,18:59,160125,1,001
00011,18:59,160125,1,001
00003,19:00,160125,1,001
